indexID,exchangeCD,tradeDate,preCloseIndex,openIndex,lowestIndex,highestIndex,closeIndex,turnoverVol,turnoverValue,CHG,CHGPct
000001.ZICN,XSHG,5/30/07,4334.924,4087.405,4015.512,4275.237,4053.088,18559672900,2.71E+11,-281.836,-0.065015
000001.ZICN,XSHG,5/31/07,4053.088,4006.28,3858.04,4178.107,4109.654,17311531200,2.40E+11,56.566,0.013956
000001.ZICN,XSHG,6/1/07,4109.654,4120.628,3966.977,4181.28,4000.742,16093498500,2.28E+11,-108.912,-0.026502
000001.ZICN,XSHG,6/4/07,4000.742,3981.817,3659.089,3987.269,3670.401,11485935700,1.46E+11,-330.341,-0.08257
000001.ZICN,XSHG,6/5/07,3670.401,3564.433,3404.146,3768.563,3767.101,15713795900,1.79E+11,96.7,0.026346
000001.ZICN,XSHG,6/6/07,3767.101,3781.375,3682.794,3821.697,3776.317,14587385200,1.75E+11,9.216,0.002446
000001.ZICN,XSHG,6/7/07,3776.317,3787.702,3779.5,3891.403,3890.803,14236647500,1.78E+11,114.486,0.030317
000001.ZICN,XSHG,6/8/07,3890.803,3900.027,3852.045,3935.786,3913.135,13587719200,1.79E+11,22.332,0.00574
000001.ZICN,XSHG,6/11/07,3913.135,3942.005,3930.74,4000.416,3995.68,13384273900,1.79E+11,82.545,0.021094
000001.ZICN,XSHG,6/12/07,3995.68,4011.679,3910.001,4073.181,4072.138,14947239800,2.05E+11,76.458,0.019135
000001.ZICN,XSHG,6/13/07,4072.138,4110.742,4102.041,4193.446,4176.48,16694849900,2.20E+11,104.342,0.025623
000001.ZICN,XSHG,6/14/07,4176.48,4162.207,4085.785,4179.725,4115.209,13838560400,1.86E+11,-61.271,-0.01467
000001.ZICN,XSHG,6/15/07,4115.209,4085.656,4067.357,4152.543,4132.869,10866553200,1.52E+11,17.66,0.004291
000001.ZICN,XSHG,6/18/07,4132.869,4195.391,4193.314,4267.74,4253.348,12897774800,1.82E+11,120.479,0.029151
000001.ZICN,XSHG,6/19/07,4253.348,4247.745,4209.575,4280.85,4269.524,12458181400,1.79E+11,16.176,0.003803
000001.ZICN,XSHG,6/20/07,4269.524,4269.455,4164.275,4311.997,4181.323,13521277500,1.92E+11,-88.201,-0.020658
000001.ZICN,XSHG,6/21/07,4181.323,4170.894,4147.054,4256.542,4230.823,11291985600,1.62E+11,49.5,0.011838
000001.ZICN,XSHG,6/22/07,4230.823,4230.967,4024.489,4249.431,4091.445,11969203700,1.68E+11,-139.378,-0.032943
000001.ZICN,XSHG,6/25/07,4091.445,4102.787,3912.422,4131.13,3941.081,10160665500,1.41E+11,-150.364,-0.036751
000001.ZICN,XSHG,6/26/07,3941.081,3863.248,3818.853,3976.191,3973.371,9381746900,1.22E+11,32.29,0.008193
000001.ZICN,XSHG,6/27/07,3973.371,3985.716,3948.287,4090.715,4078.599,9511348100,1.26E+11,105.228,0.026483
000001.ZICN,XSHG,6/28/07,4078.599,4080.194,3912.814,4113.283,3914.204,9783161000,1.27E+11,-164.395,-0.040307
000001.ZICN,XSHG,6/29/07,3914.204,3824.29,3779.813,3919.345,3820.703,8609998500,1.05E+11,-93.501,-0.023888
000001.ZICN,XSHG,7/2/07,3820.703,3800.233,3724.187,3859.861,3836.294,7425406000,89585502290,15.591,0.004081
000001.ZICN,XSHG,7/3/07,3836.294,3854.716,3821.463,3906.761,3899.724,6974921700,85506976110,63.43,0.016534
000001.ZICN,XSHG,7/4/07,3899.724,3906.012,3800.275,3916.475,3816.165,5647477700,72263450668,-83.559,-0.021427
000001.ZICN,XSHG,7/5/07,3816.165,3769.639,3614.531,3778.399,3615.872,6340593600,73755081218,-200.293,-0.052485
000001.ZICN,XSHG,7/6/07,3615.872,3599.818,3563.544,3785.346,3781.348,8073724100,92306322866,165.476,0.045764
000001.ZICN,XSHG,7/9/07,3781.348,3809.67,3782.733,3900.904,3883.216,8348053900,99410612113,101.868,0.02694
000001.ZICN,XSHG,7/10/07,3883.216,3895.909,3841.801,3929.416,3853.021,7656333400,93739498017,-30.195,-0.007776
000001.ZICN,XSHG,7/11/07,3853.021,3837.796,3812.138,3879.292,3865.723,5135388000,62299661073,12.702,0.003297
000001.ZICN,XSHG,7/12/07,3865.723,3874.039,3861.037,3925.604,3915.991,5515836300,70286328097,50.268,0.013004
000001.ZICN,XSHG,7/13/07,3915.991,3920.827,3878.184,3935.506,3914.395,4602447100,56375761362,-1.596,-0.000408
000001.ZICN,XSHG,7/16/07,3914.395,3920.653,3820.574,3931.868,3821.916,4761528000,58881864143,-92.479,-0.023625
000001.ZICN,XSHG,7/17/07,3821.916,3809.558,3767.222,3919.777,3896.191,4871222300,60523645457,74.275,0.019434
000001.ZICN,XSHG,7/18/07,3896.191,3880.852,3861.907,3971.61,3930.06,6287183400,80028948101,33.869,0.008693
000001.ZICN,XSHG,7/19/07,3930.06,3918.539,3887.589,3947.33,3912.941,4873759500,62965662475,-17.119,-0.004356
000001.ZICN,XSHG,7/20/07,3912.941,3918.409,3918.409,4062.116,4058.853,8311064600,1.05E+11,145.912,0.03729
000001.ZICN,XSHG,7/23/07,4058.853,4091.242,4091.242,4220.322,4213.361,12166896400,1.54E+11,154.508,0.038067
000001.ZICN,XSHG,7/24/07,4213.361,4238.32,4192.72,4284.829,4210.329,11098925200,1.42E+11,-3.032,-0.00072
000001.ZICN,XSHG,7/25/07,4210.329,4212.95,4212.23,4325.378,4323.966,9395004300,1.26E+11,113.637,0.02699
000001.ZICN,XSHG,7/26/07,4323.966,4347.778,4304.193,4371.512,4346.458,9921066900,1.33E+11,22.492,0.005202
000001.ZICN,XSHG,7/27/07,4346.458,4315.373,4268.788,4357.343,4345.357,10024581300,1.38E+11,-1.101,-0.000253
000001.ZICN,XSHG,7/30/07,4345.357,4348.607,4345.793,4450.188,4440.769,11258976800,1.54E+11,95.412,0.021957
000001.ZICN,XSHG,7/31/07,4440.769,4432.265,4379.199,4476.626,4471.032,10856141000,1.50E+11,30.263,0.006815
000001.ZICN,XSHG,8/1/07,4471.032,4488.774,4284.871,4502.296,4300.563,12629287400,1.71E+11,-170.469,-0.038127
000001.ZICN,XSHG,8/2/07,4300.563,4316.567,4290.809,4431.85,4407.73,9827857800,1.41E+11,107.167,0.024919
000001.ZICN,XSHG,8/3/07,4407.73,4440.976,4438.963,4562.688,4560.774,11511667200,1.74E+11,153.044,0.034722
000001.ZICN,XSHG,8/6/07,4560.774,4600.118,4564.313,4629.968,4628.108,11170797900,1.68E+11,67.334,0.014764
000001.ZICN,XSHG,8/7/07,4628.108,4642.01,4581.294,4687.435,4651.225,11618108500,1.80E+11,23.117,0.004995
000001.ZICN,XSHG,8/8/07,4651.225,4614.586,4568.695,4711.316,4663.162,11890916300,1.59E+11,11.937,0.002566
000001.ZICN,XSHG,8/9/07,4663.162,4658.592,4658.592,4768.886,4754.095,9766019800,1.38E+11,90.933,0.0195
000001.ZICN,XSHG,8/10/07,4754.095,4745.181,4640.766,4769.619,4749.369,10186705800,1.47E+11,-4.726,-0.000994
000001.ZICN,XSHG,8/13/07,4749.369,4768.619,4728.892,4872.548,4820.064,11418471400,1.62E+11,70.695,0.014885
000001.ZICN,XSHG,8/14/07,4820.064,4820.15,4789.895,4876.851,4872.785,8856820800,1.28E+11,52.721,0.010938
000001.ZICN,XSHG,8/15/07,4872.785,4875.511,4762.718,4916.31,4869.883,9050967500,1.31E+11,-2.902,-0.000596
000001.ZICN,XSHG,8/16/07,4869.883,4845.016,4710.31,4845.016,4765.448,9053841100,1.28E+11,-104.435,-0.021445
000001.ZICN,XSHG,8/17/07,4765.448,4733.137,4646.433,4814.369,4656.574,9115904800,1.34E+11,-108.874,-0.022847
000001.ZICN,XSHG,8/20/07,4656.574,4773.832,4758.397,4906.003,4904.855,9915293700,1.45E+11,248.281,0.053318
000001.ZICN,XSHG,8/21/07,4904.855,4944.214,4917.821,4982.981,4955.207,10420410900,1.56E+11,50.352,0.010266
000001.ZICN,XSHG,8/22/07,4955.207,4876.345,4861.271,4999.195,4980.075,10811093800,1.62E+11,24.868,0.005019
000001.ZICN,XSHG,8/23/07,4980.075,5002.841,4968.327,5050.383,5032.494,9930942800,1.53E+11,52.419,0.010526
000001.ZICN,XSHG,8/24/07,5032.494,5070.651,5052.241,5125.359,5107.668,10899563600,1.65E+11,75.174,0.014938
000001.ZICN,XSHG,8/27/07,5107.668,5144.824,5092.076,5192.061,5150.118,11615424400,1.76E+11,42.45,0.008311
000001.ZICN,XSHG,8/28/07,5150.118,5134.141,5058.446,5209.507,5194.689,10543673900,1.67E+11,44.571,0.008654
000001.ZICN,XSHG,8/29/07,5194.689,5147.713,5063.412,5204.526,5109.427,10082413900,1.62E+11,-85.262,-0.016413
000001.ZICN,XSHG,8/30/07,5109.427,5144.111,5109.662,5186.526,5167.884,10121058400,1.55E+11,58.457,0.011441
000001.ZICN,XSHG,8/31/07,5167.884,5184.091,5158.368,5235.157,5218.825,10355626100,1.57E+11,50.941,0.009857
000001.ZICN,XSHG,9/3/07,5218.825,5257.777,5257.777,5327.538,5321.055,12577964900,1.89E+11,102.23,0.019589
000001.ZICN,XSHG,9/4/07,5321.055,5333.4,5264.996,5357.926,5294.045,12042636800,1.86E+11,-27.01,-0.005076
000001.ZICN,XSHG,9/5/07,5294.045,5296.07,5223.67,5337.929,5310.716,9624062400,1.51E+11,16.671,0.003149
000001.ZICN,XSHG,9/6/07,5310.716,5336.669,5314.337,5412.319,5393.66,10698796600,1.65E+11,82.944,0.015618
000001.ZICN,XSHG,9/7/07,5393.66,5381.186,5269.25,5405.358,5277.176,11984102900,1.87E+11,-116.484,-0.021596
000001.ZICN,XSHG,9/10/07,5277.176,5208.318,5169.905,5356.856,5355.287,10236823500,1.53E+11,78.111,0.014802
000001.ZICN,XSHG,9/11/07,5355.287,5362.941,5093.923,5395.038,5113.968,11005526200,1.70E+11,-241.319,-0.045062
000001.ZICN,XSHG,9/12/07,5113.968,5092.576,5025.336,5192.302,5172.627,9705885500,1.49E+11,58.659,0.01147
000001.ZICN,XSHG,9/13/07,5172.627,5193.409,5178.871,5276.771,5273.592,8655021600,1.41E+11,100.965,0.019519
000001.ZICN,XSHG,9/14/07,5273.592,5290.256,5201.854,5324.439,5312.182,9467391200,1.52E+11,38.59,0.007318
000001.ZICN,XSHG,9/17/07,5312.182,5309.057,5307.774,5427.171,5421.392,10563860900,1.67E+11,109.21,0.020558
000001.ZICN,XSHG,9/18/07,5421.392,5446.732,5339.917,5458.578,5425.208,10269099400,1.68E+11,3.816,0.000704
000001.ZICN,XSHG,9/19/07,5425.208,5439.018,5336.07,5447.36,5395.265,8972550000,1.50E+11,-29.943,-0.005519
000001.ZICN,XSHG,9/20/07,5395.265,5408.484,5396.109,5482.425,5470.065,8654720500,1.43E+11,74.8,0.013864
000001.ZICN,XSHG,9/21/07,5470.065,5482.507,5363.347,5489.074,5454.674,9283880900,1.51E+11,-15.391,-0.002814
000001.ZICN,XSHG,9/24/07,5454.674,5469.837,5404.419,5506.064,5485.013,8179847100,1.42E+11,30.339,0.005562
000001.ZICN,XSHG,9/25/07,5485.013,5500.269,5396.482,5509.234,5425.88,9650957900,1.42E+11,-59.133,-0.010781
000001.ZICN,XSHG,9/26/07,5425.88,5407.829,5320.02,5463.899,5338.52,6360858500,1.06E+11,-87.36,-0.016101
000001.ZICN,XSHG,9/27/07,5338.52,5338.108,5306.823,5411.189,5409.403,5888430000,96153707825,70.883,0.013278
000001.ZICN,XSHG,9/28/07,5409.403,5461.58,5461.58,5560.417,5552.301,8063128500,1.39E+11,142.898,0.026417
000001.ZICN,XSHG,10/8/07,5552.301,5683.31,5620,5729.963,5692.755,9598308300,1.56E+11,140.454,0.025297
000001.ZICN,XSHG,10/9/07,5692.755,5678.913,5628.35,5725.407,5715.892,8328903000,1.62E+11,23.137,0.004064
000001.ZICN,XSHG,10/10/07,5715.892,5742.648,5727.238,5860.859,5771.464,9244534400,1.65E+11,55.572,0.009722
000001.ZICN,XSHG,10/11/07,5771.464,5798.386,5755.99,5914.772,5913.23,9470965700,1.78E+11,141.766,0.024563
000001.ZICN,XSHG,10/12/07,5913.23,5950.902,5658.812,5959.364,5903.264,11914843200,2.19E+11,-9.966,-0.001685
000001.ZICN,XSHG,10/15/07,5903.264,5934.775,5866.131,6039.042,6030.086,9870744200,1.93E+11,126.822,0.021483
000001.ZICN,XSHG,10/16/07,6030.086,6056.946,6040.713,6124.044,6092.057,8815215900,1.64E+11,61.971,0.010277
000001.ZICN,XSHG,10/17/07,6092.057,6057.428,5982.203,6088.892,6036.281,7131258800,1.34E+11,-55.776,-0.009156
000001.ZICN,XSHG,10/18/07,6036.281,6031.916,5804.973,6055.473,5825.282,6980542500,1.30E+11,-210.999,-0.034955
000001.ZICN,XSHG,10/19/07,5825.282,5869.124,5766.861,5932.11,5818.047,5522489200,1.03E+11,-7.235,-0.001242
000001.ZICN,XSHG,10/22/07,5818.047,5742.791,5654.907,5804.836,5667.332,5443367400,95560238009,-150.715,-0.025905
000001.ZICN,XSHG,10/23/07,5667.332,5660.066,5574.84,5776.016,5773.387,5845396800,1.01E+11,106.055,0.018713
000001.ZICN,XSHG,10/24/07,5773.387,5804.015,5793.557,5906.695,5843.109,6029283100,1.09E+11,69.722,0.012076
000001.ZICN,XSHG,10/25/07,5843.109,5794.223,5546.041,5819.884,5562.394,7171444800,1.20E+11,-280.715,-0.048042
000001.ZICN,XSHG,10/26/07,5562.394,5498.858,5462.013,5628.834,5589.631,5151917500,87405045004,27.237,0.004897
000001.ZICN,XSHG,10/29/07,5589.631,5641.983,5617.976,5750.254,5747.997,5016440200,82105126005,158.366,0.028332
000001.ZICN,XSHG,10/30/07,5747.997,5769.203,5701.337,5899.65,5897.193,5427882000,90650586733,149.196,0.025956
000001.ZICN,XSHG,10/31/07,5897.193,5984.713,5871.48,6002.118,5954.765,7102956400,1.19E+11,57.572,0.009763
000001.ZICN,XSHG,11/1/07,5954.765,5978.939,5912.502,6005.131,5914.285,6488510300,1.11E+11,-40.48,-0.006798
000001.ZICN,XSHG,11/2/07,5914.285,5812.465,5740.403,5860.594,5777.809,5954159600,1.06E+11,-136.476,-0.023076
000001.ZICN,XSHG,11/5/07,5777.809,5748.176,5603.47,5787.228,5634.452,6413259700,1.55E+11,-143.357,-0.024812
000001.ZICN,XSHG,11/6/07,5634.452,5593.347,5510.161,5649.752,5536.569,4506803900,83589505632,-97.883,-0.017372
000001.ZICN,XSHG,11/7/07,5536.569,5565.648,5469.761,5610.953,5601.783,4273032800,76304024265,65.214,0.011779
000001.ZICN,XSHG,11/8/07,5601.783,5559.151,5328.201,5559.151,5330.023,4892466200,83761375819,-271.76,-0.048513
000001.ZICN,XSHG,11/9/07,5330.023,5276.008,5217.629,5382.697,5315.54,4734126200,80762049341,-14.483,-0.002717
000001.ZICN,XSHG,11/12/07,5315.54,5181.175,5032.578,5250.085,5187.735,5258270300,87430687546,-127.805,-0.024044
000001.ZICN,XSHG,11/13/07,5187.735,5239.343,5085.444,5311.698,5158.118,4923731600,83044466204,-29.617,-0.005709
000001.ZICN,XSHG,11/14/07,5158.118,5246.574,5165.063,5414.609,5412.694,5099288000,88064090042,254.576,0.049354
000001.ZICN,XSHG,11/15/07,5412.694,5391.017,5338.905,5453.74,5365.267,4781941900,80951217498,-47.427,-0.008762
000001.ZICN,XSHG,11/16/07,5365.267,5273.082,5224.313,5335.513,5316.274,3738733100,61636813375,-48.993,-0.009132
000001.ZICN,XSHG,11/19/07,5316.274,5325.302,5240.424,5333.088,5269.817,4109773100,63156668426,-46.457,-0.008739
000001.ZICN,XSHG,11/20/07,5269.817,5230.742,5158.542,5338.173,5293.703,4905739800,79327370645,23.886,0.004533
000001.ZICN,XSHG,11/21/07,5293.703,5307.793,5206.574,5344.93,5214.225,4123160900,66088548440,-79.478,-0.015014
000001.ZICN,XSHG,11/22/07,5214.225,5113.882,4969.894,5154.858,4984.161,4037033000,64731749519,-230.064,-0.044122
000001.ZICN,XSHG,11/23/07,4984.161,4946.258,4896.988,5034.225,5032.13,3087296200,50207938676,47.969,0.009624
000001.ZICN,XSHG,11/26/07,5032.13,5102.526,4952.429,5124.888,4958.849,3675579700,60473397752,-73.281,-0.014563
000001.ZICN,XSHG,11/27/07,4958.849,4919.913,4857.038,4947.076,4861.111,3083386400,52767856410,-97.738,-0.01971
000001.ZICN,XSHG,11/28/07,4861.111,4870.842,4778.727,4907.756,4803.394,3275675700,53258090310,-57.717,-0.011873
000001.ZICN,XSHG,11/29/07,4803.394,4870.861,4814.783,5011.194,5003.333,5007154500,81196484473,199.939,0.041625
000001.ZICN,XSHG,11/30/07,5003.333,4993.74,4861.864,4993.74,4871.778,4331466200,70500393745,-131.555,-0.026293
000001.ZICN,XSHG,12/3/07,4871.778,4838.564,4798.014,4899.667,4868.611,5375077500,70035318108,-3.167,-0.00065
000001.ZICN,XSHG,12/4/07,4868.611,4882.149,4882.149,4971.404,4915.889,4283576600,60774976314,47.278,0.009711
000001.ZICN,XSHG,12/5/07,4915.889,4917.365,4893.323,5052.748,5042.654,5429978600,79741842419,126.765,0.025787
000001.ZICN,XSHG,12/6/07,5042.654,5055.835,4995.472,5065.51,5035.073,4315931100,64467198004,-7.581,-0.001503
000001.ZICN,XSHG,12/7/07,5035.073,5038.478,5021.366,5096.799,5091.756,4996157400,71663449290,56.683,0.011258
000001.ZICN,XSHG,12/10/07,5091.756,5010.826,4990.718,5168.764,5161.919,6881788900,1.07E+11,70.163,0.01378
000001.ZICN,XSHG,12/11/07,5161.919,5180.541,5103.747,5209.705,5175.076,6684842700,1.06E+11,13.157,0.002549
000001.ZICN,XSHG,12/12/07,5175.076,5148.254,5054.565,5149.931,5095.543,7215622700,1.13E+11,-79.533,-0.015368
000001.ZICN,XSHG,12/13/07,5095.543,5078.182,4954.357,5095.152,4958.043,6728332400,1.05E+11,-137.5,-0.026984
000001.ZICN,XSHG,12/14/07,4958.043,4899.75,4860.156,5011.201,5007.911,5305272700,81629334280,49.868,0.010058
000001.ZICN,XSHG,12/17/07,5007.911,5007.285,4874.624,5007.346,4876.761,6354672200,1.02E+11,-131.15,-0.026189
000001.ZICN,XSHG,12/18/07,4876.761,4856.471,4812.156,4905.492,4836.174,4055804700,64859941016,-40.587,-0.008323
000001.ZICN,XSHG,12/19/07,4836.174,4878.066,4868.354,4960.417,4941.784,5627577500,86406307921,105.61,0.021838
000001.ZICN,XSHG,12/20/07,4941.784,4965.29,4923.295,5050.785,5043.535,5774268900,87842464915,101.751,0.02059
000001.ZICN,XSHG,12/21/07,5043.535,5017.195,5013.759,5112.388,5101.779,6614270500,1.03E+11,58.244,0.011548
000001.ZICN,XSHG,12/24/07,5101.779,5132.913,5104.645,5284.34,5234.262,8508042200,1.40E+11,132.483,0.025968
000001.ZICN,XSHG,12/25/07,5234.262,5233.175,5178.801,5254.405,5201.181,7102362400,1.25E+11,-33.081,-0.00632
000001.ZICN,XSHG,12/26/07,5201.181,5209.035,5158.756,5262.592,5233.351,7445862800,1.23E+11,32.17,0.006185
000001.ZICN,XSHG,12/27/07,5233.351,5248.222,5203.502,5316.523,5308.889,8732418400,1.47E+11,75.538,0.014434
000001.ZICN,XSHG,12/28/07,5308.889,5320.007,5248.692,5336.499,5261.563,7718703800,1.34E+11,-47.326,-0.008914
000001.ZICN,XSHG,1/2/08,5261.563,5265,5201.892,5295.016,5272.814,7656660900,1.33E+11,11.251,0.002138
000001.ZICN,XSHG,1/3/08,5272.814,5269.801,5211.046,5321.457,5319.861,9851032300,1.70E+11,47.047,0.008923
000001.ZICN,XSHG,1/4/08,5319.861,5328.411,5318.461,5372.461,5361.574,8087523800,1.46E+11,41.713,0.007841
000001.ZICN,XSHG,1/7/08,5361.574,5357.45,5332.597,5403.349,5393.343,9193300100,1.62E+11,31.769,0.005925
000001.ZICN,XSHG,1/8/08,5393.343,5414.558,5344.648,5480.07,5386.531,10247786300,1.85E+11,-6.812,-0.001263
000001.ZICN,XSHG,1/9/08,5386.531,5365.222,5346.846,5437.764,5435.807,7680586200,1.39E+11,49.276,0.009148
000001.ZICN,XSHG,1/10/08,5435.807,5449.16,5407.307,5483.827,5456.541,9655328500,1.74E+11,20.734,0.003814
000001.ZICN,XSHG,1/11/08,5456.541,5471.387,5423.807,5500.061,5484.677,8772475000,1.56E+11,28.136,0.005156
000001.ZICN,XSHG,1/14/08,5484.677,5507.578,5456.929,5522.778,5497.901,7871409000,1.42E+11,13.224,0.002411
000001.ZICN,XSHG,1/15/08,5497.901,5503.931,5405.595,5505.035,5443.791,8071950600,1.52E+11,-54.11,-0.009842
000001.ZICN,XSHG,1/16/08,5443.791,5395.277,5288.765,5396.044,5290.606,8927834100,1.62E+11,-153.185,-0.028139
000001.ZICN,XSHG,1/17/08,5290.606,5235.908,5039.786,5312.287,5151.626,9894195200,1.75E+11,-138.98,-0.026269
000001.ZICN,XSHG,1/18/08,5151.626,5141.371,5093.134,5187.605,5180.514,6863562500,1.18E+11,28.888,0.005608
000001.ZICN,XSHG,1/21/08,5180.514,5188.795,4891.285,5200.926,4914.435,7564395800,1.30E+11,-266.079,-0.051362
000001.ZICN,XSHG,1/22/08,4914.435,4817.997,4511.953,4817.997,4559.751,9249135100,1.55E+11,-354.684,-0.072172
000001.ZICN,XSHG,1/23/08,4559.751,4572.902,4510.504,4705.073,4703.047,8796397300,1.40E+11,143.296,0.031426
000001.ZICN,XSHG,1/24/08,4703.047,4753.445,4625.46,4767.799,4717.734,9003815800,1.49E+11,14.687,0.003123
000001.ZICN,XSHG,1/25/08,4717.734,4716.977,4657.709,4806.889,4761.688,7792837000,1.29E+11,43.954,0.009317
000001.ZICN,XSHG,1/28/08,4761.688,4720.564,4409.079,4720.564,4419.294,6935025700,1.09E+11,-342.394,-0.071906
000001.ZICN,XSHG,1/29/08,4419.294,4426.267,4389.517,4517.601,4457.944,5035622000,79564816502,38.65,0.008746
000001.ZICN,XSHG,1/30/08,4457.944,4505.635,4330.697,4554.343,4417.849,5508003700,92566887231,-40.095,-0.008994
000001.ZICN,XSHG,1/31/08,4417.849,4408.024,4368.296,4487.318,4383.393,4514155800,76189312077,-34.456,-0.007799
000001.ZICN,XSHG,2/1/08,4383.393,4388.254,4195.753,4411.704,4320.767,5930714200,96452528217,-62.626,-0.014287
000001.ZICN,XSHG,2/4/08,4320.767,4415.023,4415.023,4672.214,4672.17,6337457800,1.09E+11,351.403,0.081329
000001.ZICN,XSHG,2/5/08,4672.17,4622.539,4550.429,4662.971,4599.696,5261968400,93410147301,-72.474,-0.015512
000001.ZICN,XSHG,2/13/08,4599.696,4525.026,4454.642,4547.539,4490.721,3691415100,61549818305,-108.975,-0.023692
000001.ZICN,XSHG,2/14/08,4490.721,4527.054,4507.943,4576.983,4552.316,3491300500,57516976533,61.595,0.013716
000001.ZICN,XSHG,2/15/08,4552.316,4523.792,4431.463,4523.792,4497.127,4138651600,66980796498,-55.189,-0.012123
000001.ZICN,XSHG,2/18/08,4497.127,4546.752,4517.596,4601.224,4568.151,5582461000,92538618791,71.024,0.015793
000001.ZICN,XSHG,2/19/08,4568.151,4582.284,4544.944,4665.554,4664.295,6066318800,1.03E+11,96.144,0.021047
000001.ZICN,XSHG,2/20/08,4664.295,4682.588,4556.814,4695.802,4567.026,6647465300,1.15E+11,-97.269,-0.020854
000001.ZICN,XSHG,2/21/08,4567.026,4534.169,4452.675,4568.208,4527.177,6130914800,1.00E+11,-39.849,-0.008725
000001.ZICN,XSHG,2/22/08,4527.177,4500.385,4333.033,4500.385,4370.285,6760198300,1.10E+11,-156.892,-0.034656
000001.ZICN,XSHG,2/25/08,4370.285,4370.188,4182.774,4391.333,4192.533,5881193500,93047459906,-177.752,-0.040673
000001.ZICN,XSHG,2/26/08,4192.533,4302.735,4123.305,4331.64,4238.179,5568663100,89872770439,45.646,0.010887
000001.ZICN,XSHG,2/27/08,4238.179,4256.532,4222.459,4360.7,4334.047,5052499100,82967322680,95.868,0.02262
000001.ZICN,XSHG,2/28/08,4334.047,4343.277,4265.498,4344.926,4299.513,4792225300,75527784864,-34.534,-0.007968
000001.ZICN,XSHG,2/29/08,4299.513,4293.533,4275.899,4364.814,4348.543,4783538300,75515513719,49.03,0.011404
000001.ZICN,XSHG,3/3/08,4348.543,4323.698,4279.345,4456.963,4438.265,7851384000,1.25E+11,89.722,0.020633
000001.ZICN,XSHG,3/4/08,4438.265,4454.18,4321.266,4472.151,4335.446,8695651500,1.36E+11,-102.819,-0.023166
000001.ZICN,XSHG,3/5/08,4335.446,4316.25,4210.963,4352.822,4292.654,7410968000,1.14E+11,-42.792,-0.00987
000001.ZICN,XSHG,3/6/08,4292.654,4310.354,4260.787,4427.498,4360.986,8493214500,1.33E+11,68.332,0.015918
000001.ZICN,XSHG,3/7/08,4360.986,4315.808,4265.829,4341.295,4300.515,5674740200,92203521881,-60.471,-0.013866
000001.ZICN,XSHG,3/10/08,4300.515,4265.611,4120.53,4265.611,4146.299,6568220500,97355257730,-154.216,-0.03586
000001.ZICN,XSHG,3/11/08,4146.299,4121.653,4063.47,4165.915,4165.878,5133343900,79620807569,19.579,0.004722
000001.ZICN,XSHG,3/12/08,4165.878,4254.673,4068.781,4272.979,4070.116,5722445800,88663903677,-95.762,-0.022987
000001.ZICN,XSHG,3/13/08,4070.116,4033.319,3902.248,4055.446,3971.257,6365340000,96343796075,-98.859,-0.024289
000001.ZICN,XSHG,3/14/08,3971.257,3956.746,3891.7,4000.78,3962.673,4140725700,64286805135,-8.584,-0.002162
000001.ZICN,XSHG,3/17/08,3962.673,3941.258,3812.999,3941.258,3820.048,4910027300,73613176822,-142.625,-0.035992
000001.ZICN,XSHG,3/18/08,3820.048,3789.565,3607.25,3862.772,3668.897,5786100100,79535892252,-151.151,-0.039568
000001.ZICN,XSHG,3/19/08,3668.897,3746.047,3677.817,3813.885,3761.605,6158664300,88277827845,92.708,0.025269
000001.ZICN,XSHG,3/20/08,3761.605,3721.504,3516.33,3857.62,3804.054,7326269400,1.06E+11,42.449,0.011285
000001.ZICN,XSHG,3/21/08,3804.054,3790.111,3746.395,3838.058,3796.576,6509346400,96409712714,-7.478,-0.001966
000001.ZICN,XSHG,3/24/08,3796.576,3830.346,3624.936,3840.479,3626.188,5895967800,88537601512,-170.388,-0.044879
000001.ZICN,XSHG,3/25/08,3626.188,3559.942,3521.528,3659.21,3629.619,5276533600,77829673385,3.431,0.000946
000001.ZICN,XSHG,3/26/08,3629.619,3644.13,3591.108,3698.325,3606.857,4625181800,70507849558,-22.762,-0.006271
000001.ZICN,XSHG,3/27/08,3606.857,3541.276,3407.896,3541.276,3411.493,5506986600,76938808898,-195.364,-0.054165
000001.ZICN,XSHG,3/28/08,3411.493,3378.628,3357.229,3590.753,3580.146,6329168400,90291919934,168.653,0.049437
000001.ZICN,XSHG,3/31/08,3580.146,3465.908,3445.556,3555.824,3472.713,4711346900,66825473192,-107.433,-0.030008
000001.ZICN,XSHG,4/1/08,3472.713,3461.085,3308.902,3493.133,3329.162,5483137600,73093942424,-143.551,-0.041337
000001.ZICN,XSHG,4/2/08,3329.162,3370.604,3283.64,3464.531,3347.882,6548728600,86430288912,18.72,0.005623
000001.ZICN,XSHG,4/3/08,3347.882,3323.426,3271.29,3456.948,3446.244,5088922400,66413044115,98.362,0.02938
000001.ZICN,XSHG,4/7/08,3446.244,3418.516,3386.512,3613.48,3599.618,6099453700,84589696329,153.374,0.044505
000001.ZICN,XSHG,4/8/08,3599.618,3604.263,3563.85,3656.961,3612.539,6548482300,92719515541,12.921,0.00359
000001.ZICN,XSHG,4/9/08,3612.539,3585.847,3413.072,3606.887,3413.907,5985204900,81203386708,-198.632,-0.054984
